Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene type	Gene name	Strand
ENSMUSG00000106483	5	106095091	106103547	lincRNA	Gm32736	1
ENSMUSG00000037999	5	62602445	62766159	protein_coding	Arap2	-1
ENSMUSG00000078492	4	150828225	150854949	antisense	1700045H11Rik	-1
ENSMUSG00000105600	5	106215651	106216801	processed_pseudogene	Gm5987	1
ENSMUSG00000057195	7	18009889	18019221	protein_coding	Ceacam13	1
ENSMUSG00000106669	5	106272210	106273065	processed_pseudogene	Gm38433	1
ENSMUSG00000105508	5	106321340	106323217	lincRNA	Gm32921	1
ENSMUSG00000084314	4	150847113	150847507	processed_pseudogene	Rps15a-ps3	1
ENSMUSG00000086873	5	139147576	139150693	processed_transcript	Gm15672	-1
ENSMUSG00000028967	4	150853919	150868892	protein_coding	Errfi1	1
ENSMUSG00000105531	5	106351535	106364234	lincRNA	4930458A03Rik	1
ENSMUSG00000076522	6	68425575	68426072	IG_V_gene	Igkv16-104	1
ENSMUSG00000025855	5	139017306	139150001	protein_coding	Prkar1b	-1
ENSMUSG00000104604	5	106355362	106355684	processed_pseudogene	Gm42915	-1
ENSMUSG00000079014	12	104263122	104269372	protein_coding	Serpina3i	1
ENSMUSG00000006127	11	75630988	75648871	protein_coding	Inpp5k	1
ENSMUSG00000076523	6	68437440	68437925	IG_V_gene	Igkv15-103	1
ENSMUSG00000118260	19	34623682	34624607	processed_pseudogene	Cnn2-ps	1
ENSMUSG00000067297	19	34617049	34640743	protein_coding	Ifit1bl2	-1
ENSMUSG00000089826	3	94173080	94173483	unprocessed_pseudogene	Gm16560	-1
ENSMUSG00000117126	17	71925232	71927030	TEC	Gm49924	-1
ENSMUSG00000116024	15	76879320	76901283	protein_coding	Gm49527	1
ENSMUSG00000039963	11	119228572	119265238	protein_coding	Ccdc40	1
ENSMUSG00000098193	17	72699505	72700445	processed_pseudogene	Gm26963	-1
ENSMUSG00000074424	3	94174412	94178193	protein_coding	Spopfm2	-1
ENSMUSG00000108611	7	77298494	77298996	processed_pseudogene	Gm44879	-1
ENSMUSG00000106594	5	106364561	106366849	lincRNA	4930432H08Rik	-1
ENSMUSG00000100562	1	78615467	78620165	lincRNA	Gm29611	1
ENSMUSG00000090268	3	94196714	94199802	protein_coding	Spopfm3	1
ENSMUSG00000108324	7	77412573	77413427	TEC	Gm44608	1
ENSMUSG00000115042	15	10917437	10917821	processed_pseudogene	Gm29742	1
ENSMUSG00000049691	5	41761483	41764501	protein_coding	Nkx3-2	-1
ENSMUSG00000105618	5	106369012	106370818	lincRNA	Gm42916	1
ENSMUSG00000115285	15	10938122	10938544	processed_pseudogene	Gm49068	1
ENSMUSG00000090111	3	94201210	94201398	unprocessed_pseudogene	Gm16584	-1
ENSMUSG00000039770	17	72836453	72851195	protein_coding	Ypel5	1
ENSMUSG00000089689	3	94236702	94237799	unprocessed_pseudogene	Gm4982	-1
ENSMUSG00000109622	8	63198972	63201439	TEC	Gm45517	1
ENSMUSG00000017561	11	80046493	80080991	protein_coding	Crlf3	-1
ENSMUSG00000089893	3	94242464	94243470	unprocessed_pseudogene	Gm9141	-1
ENSMUSG00000094627	9	22321105	22321377	processed_pseudogene	Gm10182	-1
ENSMUSG00000028744	4	139294029	139310708	protein_coding	Pqlc2	-1
ENSMUSG00000095344	12	22320382	22326042	unprocessed_pseudogene	Gm6838	-1
ENSMUSG00000045598	7	127233061	127238179	protein_coding	Zfp553	1
ENSMUSG00000025203	19	44293674	44306864	protein_coding	Scd2	1
ENSMUSG00000028653	4	123016597	123054949	protein_coding	Trit1	1
ENSMUSG00000104832	6	68466126	68466412	IG_V_pseudogene	Igkv15-102	-1
ENSMUSG00000115230	15	39962649	39967024	lincRNA	AU022793	1
ENSMUSG00000106403	6	68474613	68475101	IG_V_gene	Igkv20-101-2	1
ENSMUSG00000108331	7	18038476	18039174	processed_pseudogene	Gm5322	1
ENSMUSG00000034459	19	34640871	34650009	protein_coding	Ifit1	1
ENSMUSG00000103543	1	153443481	153444300	TEC	Gm37669	1
ENSMUSG00000042708	1	153425162	153452574	protein_coding	Shcbp1l	1
ENSMUSG00000033721	3	109340653	109685698	protein_coding	Vav3	1
ENSMUSG00000061983	10	23785183	23787275	protein_coding	Rps12	-1
ENSMUSG00000085097	4	150825733	150839575	lincRNA	Gm13049	1
ENSMUSG00000000486	7	127214447	127233130	protein_coding	Septin1	-1
ENSMUSG00000102896	10	118004938	118005287	TEC	Gm37852	1
ENSMUSG00000112470	10	118112517	118124094	lincRNA	5330439M10Rik	1
ENSMUSG00000106187	6	68479316	68479573	IG_V_pseudogene	Igkv15-101-1	1
ENSMUSG00000105319	6	68481421	68481719	IG_V_pseudogene	Igkv15-101	-1
ENSMUSG00000108583	7	126837212	126846388	lincRNA	Gm44854	1
ENSMUSG00000096515	6	68519012	68519477	IG_V_gene	Igkv14-100	1
ENSMUSG00000102972	3	41976335	41978123	processed_pseudogene	Gm37348	1
ENSMUSG00000096921	16	10827927	10833507	lincRNA	Gm26822	1
ENSMUSG00000103823	3	41976152	41978048	processed_pseudogene	Gm7899	-1
ENSMUSG00000076525	6	68541644	68542422	IG_V_gene	Igkv1-99	1
ENSMUSG00000067028	1	99772765	100485942	protein_coding	Cntnap5b	1
ENSMUSG00000044172	17	25120760	25125292	protein_coding	Ptx4	1
ENSMUSG00000021572	13	74036500	74062299	protein_coding	Cep72	-1
ENSMUSG00000108770	7	64213190	64213338	TEC	Gm44719	1
ENSMUSG00000118098	19	34710008	34711016	processed_pseudogene	Gm18425	1
ENSMUSG00000009378	19	34668403	34747289	protein_coding	Slc16a12	-1
ENSMUSG00000108645	7	64202089	64202524	TEC	Gm44722	-1
ENSMUSG00000093540	7	37669799	37672347	antisense	4930505M18Rik	1
ENSMUSG00000030523	7	64153835	64269775	protein_coding	Trpm1	1
ENSMUSG00000108330	7	37517053	37517854	TEC	Gm44882	-1
ENSMUSG00000108572	7	37659381	37662638	TEC	Gm44883	-1
ENSMUSG00000108507	7	37365430	37366630	TEC	6720469O03Rik	-1
ENSMUSG00000022816	16	37776873	37836514	protein_coding	Fstl1	1
ENSMUSG00000043456	7	37318024	37773641	protein_coding	Zfp536	-1
ENSMUSG00000105694	5	62612415	62613458	TEC	Gm43237	-1
ENSMUSG00000108723	7	34636996	34637712	lincRNA	Gm44837	-1
ENSMUSG00000038013	11	98863638	98905040	protein_coding	Wipf2	1
ENSMUSG00000020267	11	54866383	54870501	protein_coding	Hint1	1
ENSMUSG00000005686	7	110768206	110812405	protein_coding	Ampd3	1
ENSMUSG00000100522	9	96584303	96584507	processed_pseudogene	Gm19280	1
ENSMUSG00000085760	2	164459896	164460955	antisense	Gm14302	-1
ENSMUSG00000046768	12	75308322	75401456	protein_coding	Rhoj	1
ENSMUSG00000017720	2	164470301	164473724	protein_coding	Trp53tg5	-1
ENSMUSG00000089696	3	94264036	94266784	protein_coding	Spopfm1	1
ENSMUSG00000040433	9	96682770	96752831	protein_coding	Zbtb38	-1
ENSMUSG00000113659	12	22409487	22414924	unprocessed_pseudogene	Gm49248	-1
ENSMUSG00000110759	9	22330173	22330500	processed_pseudogene	Gm6607	-1
ENSMUSG00000089891	3	94275233	94275424	unprocessed_pseudogene	Gm16561	-1
ENSMUSG00000016982	13	21981194	21988734	protein_coding	Pom121l2	1
ENSMUSG00000098099	12	49140256	49141266	processed_pseudogene	Gm7456	1
ENSMUSG00000028145	3	94310089	94332540	protein_coding	Them4	1
ENSMUSG00000076526	6	68570763	68571235	IG_V_gene	Igkv12-98	1
ENSMUSG00000108130	6	48798280	48798826	lincRNA	Gm30781	-1
ENSMUSG00000017734	2	164486106	164493319	protein_coding	Dbndd2	1
ENSMUSG00000118472	Y	10553453	10553992	unprocessed_pseudogene	Gm21775	1
ENSMUSG00000105817	6	68591374	68591832	IG_V_pseudogene	Igkv15-97	1
ENSMUSG00000112651	12	49323943	49325617	processed_pseudogene	Gm18623	1
ENSMUSG00000118422	Y	10616361	10616903	unprocessed_pseudogene	Gm21900	1
ENSMUSG00000107574	6	48819024	48820467	processed_pseudogene	Gm17834	1
ENSMUSG00000094420	6	68631963	68632442	IG_V_gene	Igkv10-96	-1
ENSMUSG00000094772	13	4609334	4615025	transcribed_processed_pseudogene	Rpl29-ps2	1
ENSMUSG00000112763	12	49368729	49381885	lincRNA	Gm34304	-1
ENSMUSG00000045854	4	32800253	32801559	protein_coding	Lyrm2	1
ENSMUSG00000100369	Y	10626743	10629110	lincRNA	Gm29527	1
ENSMUSG00000113344	12	22466586	22466718	processed_pseudogene	Gm49251	-1
ENSMUSG00000118083	19	34773881	34774451	processed_pseudogene	Gm50173	1
ENSMUSG00000117945	19	34804262	34804759	processed_pseudogene	Gm50116	1
ENSMUSG00000104788	14	52538652	52540876	unprocessed_pseudogene	Gm36448	-1
ENSMUSG00000090781	6	68647415	68648121	IG_V_pseudogene	Igkv2-95-2	-1
ENSMUSG00000024233	18	4165832	4182232	protein_coding	Lyzl1	1
ENSMUSG00000079013	12	104314553	104320725	protein_coding	Serpina3j	1
ENSMUSG00000039329	11	121146143	121148319	protein_coding	Tex19.1	1
ENSMUSG00000033610	19	34806940	34879455	protein_coding	Pank1	-1
ENSMUSG00000020122	11	16752203	16918158	protein_coding	Egfr	1
ENSMUSG00000022658	16	45711230	45724608	protein_coding	Tagln3	-1
ENSMUSG00000110058	8	13986090	14003561	lincRNA	Gm5907	1
ENSMUSG00000100898	Y	72404732	72415274	transcribed_unprocessed_pseudogene	Gm29178	-1
ENSMUSG00000021773	14	21845855	21848977	protein_coding	Comtd1	-1
ENSMUSG00000081941	4	64856926	64858139	processed_pseudogene	Gm11218	-1
ENSMUSG00000051978	8	14027561	14090301	protein_coding	Erich1	-1
ENSMUSG00000105506	3	94334394	94335332	transcribed_processed_pseudogene	Gm43743	-1
ENSMUSG00000086206	2	91195906	91202778	processed_transcript	Gm13783	-1
ENSMUSG00000053985	7	30036359	30051380	protein_coding	Zfp14	-1
ENSMUSG00000102610	3	42163865	42167638	TEC	Gm37846	1
ENSMUSG00000002108	2	91184061	91202834	protein_coding	Nr1h3	-1
ENSMUSG00000076759	14	52567198	52568051	TR_V_gene	Trav2	1
ENSMUSG00000104089	3	42362630	42362777	processed_pseudogene	Gm38274	-1
ENSMUSG00000103426	3	42572458	42573002	TEC	Gm37533	1
ENSMUSG00000110598	8	95468646	95472133	TEC	Gm45854	1
ENSMUSG00000075359	Y	10641257	10643107	unprocessed_pseudogene	Gm20775	-1
ENSMUSG00000039321	11	121160271	121161973	protein_coding	Uts2r	1
ENSMUSG00000110635	8	95480453	95483623	TEC	Gm45853	-1
ENSMUSG00000041144	1	46066315	46373550	protein_coding	Dnah7b	1
ENSMUSG00000113717	13	4643907	4749064	lincRNA	Gm40658	1
ENSMUSG00000096173	15	72913357	72913560	processed_pseudogene	Gm3150	1
ENSMUSG00000109501	7	47110851	47125990	antisense	Gm14377	1
ENSMUSG00000106847	15	72805600	72810324	sense_intronic	Peg13	-1
ENSMUSG00000046707	8	95446096	95490039	protein_coding	Csnk2a2	-1
ENSMUSG00000022603	15	74606029	74636353	protein_coding	Mroh4	-1
ENSMUSG00000102097	9	96705828	96711449	antisense	A930006L05Rik	1
ENSMUSG00000101691	Y	35271723	35272337	unprocessed_pseudogene	Gm29280	1
ENSMUSG00000076760	14	52580665	52581213	TR_V_gene	Trav3-1	1
ENSMUSG00000073045	6	60031967	60150045	lincRNA	Gm5570	1
ENSMUSG00000101581	9	96765562	96782477	processed_transcript	C430002N11Rik	1
ENSMUSG00000104516	1	25830657	25831878	TEC	Gm9884	1
ENSMUSG00000111901	10	9683908	9691906	transcribed_processed_pseudogene	Gm6150	1
ENSMUSG00000081835	11	121165471	121165925	processed_pseudogene	Gm11790	-1
ENSMUSG00000022542	16	4986858	4997852	protein_coding	Septin12	-1
ENSMUSG00000032715	2	152337422	152344032	protein_coding	Trib3	-1
ENSMUSG00000109982	8	14065788	14067818	TEC	Gm45520	-1
ENSMUSG00000100540	Y	35301254	35301949	unprocessed_pseudogene	Gm20799	1
ENSMUSG00000031156	X	7884028	7894492	protein_coding	Slc35a2	1
ENSMUSG00000117542	18	7684530	7692726	processed_pseudogene	Gm18763	-1
ENSMUSG00000100244	Y	35350343	35351038	unprocessed_pseudogene	Gm29279	1
ENSMUSG00000082431	1	99790429	99791025	processed_pseudogene	Prdx2-ps1	-1
ENSMUSG00000104104	1	99847984	99850692	TEC	Gm37877	1
ENSMUSG00000117462	18	7844684	7844935	processed_pseudogene	Gm50027	-1
ENSMUSG00000100662	1	100006021	100006584	processed_pseudogene	Gm19029	1
ENSMUSG00000040952	7	24884371	24889806	protein_coding	Rps19	1
ENSMUSG00000099835	1	100282329	100282643	processed_pseudogene	Gm29668	-1
ENSMUSG00000100794	1	100282791	100283280	processed_pseudogene	Gm29667	1
ENSMUSG00000034579	11	3488284	3499350	protein_coding	Pla2g3	1
ENSMUSG00000032840	5	118245227	118266093	protein_coding	2410131K14Rik	1
ENSMUSG00000021771	14	21825238	21845879	protein_coding	Vdac2	1
ENSMUSG00000115152	15	39991199	39991664	processed_pseudogene	Gm49253	-1
ENSMUSG00000024927	19	5637483	5648130	protein_coding	Rela	1
ENSMUSG00000029111	5	33897916	33936413	protein_coding	Nelfa	-1
ENSMUSG00000115739	15	40012803	40014778	TEC	Gm49254	-1
ENSMUSG00000115712	15	40042982	40043134	processed_pseudogene	Gm49255	-1
ENSMUSG00000025857	5	139150223	139186510	protein_coding	Dnaaf5	1
ENSMUSG00000115142	15	40045191	40128982	lincRNA	Gm33251	1
ENSMUSG00000100383	9	96809756	96810023	processed_pseudogene	Gm28688	1
ENSMUSG00000042606	7	126861972	126865377	protein_coding	Hirip3	1
ENSMUSG00000100922	9	96813467	96814334	processed_pseudogene	Gm8520	-1
ENSMUSG00000066682	5	137865827	137871815	protein_coding	Pilrb2	-1
ENSMUSG00000118541	8	31918573	31918758	protein_coding	AC132407.1	-1
ENSMUSG00000043587	9	96823336	96892669	protein_coding	Pxylp1	-1
ENSMUSG00000117309	16	10861755	10938364	transcribed_unitary_pseudogene	Gm49960	-1
ENSMUSG00000037991	16	10835059	10892966	protein_coding	Rmi2	1
ENSMUSG00000025176	19	42045610	42070953	protein_coding	Hoga1	1
ENSMUSG00000062778	3	106113229	106132120	protein_coding	Chia1	1
ENSMUSG00000035592	11	100011195	100016212	protein_coding	Krt33a	-1
ENSMUSG00000062991	8	31814551	32884797	protein_coding	Nrg1	-1
ENSMUSG00000086836	1	64078654	64090782	antisense	Gm13748	1
ENSMUSG00000095369	16	10912012	10937306	processed_transcript	Gm21859	-1
ENSMUSG00000074846	2	126709354	126709557	processed_pseudogene	Gm10774	-1
ENSMUSG00000108790	7	37465120	37467422	TEC	Gm44806	-1
ENSMUSG00000025959	1	64029447	64122282	protein_coding	Klf7	-1
ENSMUSG00000024512	18	70240429	70244582	protein_coding	Dynap	-1
ENSMUSG00000117505	18	7868018	7869113	antisense	Gm9993	-1
ENSMUSG00000102875	2	24889448	24893866	TEC	Gm37139	-1
ENSMUSG00000052301	7	126847416	126852705	protein_coding	Doc2a	1
ENSMUSG00000103162	2	24874532	24876329	TEC	Gm38147	-1
ENSMUSG00000034570	11	3494375	3504821	protein_coding	Inpp5j	-1
ENSMUSG00000024283	18	7868832	7929028	protein_coding	Wac	1
ENSMUSG00000104591	5	97046181	97046808	TEC	Gm43145	1
ENSMUSG00000110062	7	110766677	110769345	TEC	B430319F04Rik	-1
ENSMUSG00000034663	5	96997689	97091867	protein_coding	Bmp2k	1
ENSMUSG00000045503	2	164456964	164479638	protein_coding	Sys1	1
ENSMUSG00000114299	1	82770824	82771243	protein_coding	Gm47791	-1
ENSMUSG00000021508	13	56288643	56296551	protein_coding	Cxcl14	-1
ENSMUSG00000052363	16	32496265	32561966	protein_coding	Zdhhc19	1
ENSMUSG00000101618	1	25996604	25997159	processed_pseudogene	Gm18443	-1
ENSMUSG00000090369	19	42052248	42053627	protein_coding	4933411K16Rik	1
ENSMUSG00000099458	1	26466236	26466886	processed_pseudogene	Gm19123	1
ENSMUSG00000073722	1	26681814	26687460	protein_coding	4931408C20Rik	-1
ENSMUSG00000027122	2	106962527	106974424	protein_coding	Arl14ep	-1
ENSMUSG00000106155	5	137870754	137871209	antisense	Gm43495	1
ENSMUSG00000110164	8	55973640	55974219	processed_pseudogene	Gm7351	-1
ENSMUSG00000094112	15	40134365	40150010	protein_coding	9330182O14Rik	1
ENSMUSG00000019984	10	24869986	24913681	protein_coding	Med23	1
ENSMUSG00000038257	8	55940460	56130070	protein_coding	Glra3	1
ENSMUSG00000021534	13	68597421	68614231	protein_coding	1700001L19Rik	1
ENSMUSG00000041629	11	113661319	113684155	protein_coding	Fam104a	-1
ENSMUSG00000117957	19	44313772	44317329	lincRNA	Gm50334	1
ENSMUSG00000118497	18	70267371	70276300	protein_coding	AC124764.1	-1
ENSMUSG00000082954	7	80237680	80237944	processed_pseudogene	Gm15504	-1
ENSMUSG00000050973	7	80232865	80242061	protein_coding	Gdpgp1	1
ENSMUSG00000110495	18	70432355	70433856	unitary_pseudogene	Gm45879	-1
ENSMUSG00000114911	13	56318325	56320334	processed_pseudogene	Gm17878	-1
ENSMUSG00000050195	19	44333092	44346743	protein_coding	Scd4	1
ENSMUSG00000106812	5	118396806	118397330	lincRNA	Gm28563	-1
ENSMUSG00000018661	11	113649169	113667054	protein_coding	Cog1	1
ENSMUSG00000082365	5	118486967	118503500	transcribed_processed_pseudogene	Gm15754	1
ENSMUSG00000057406	5	33820725	33897975	protein_coding	Nsd2	1
ENSMUSG00000030795	7	127967457	127985701	protein_coding	Fus	1
ENSMUSG00000106381	6	68671162	68671883	IG_V_pseudogene	Igkv2-95-1	1
ENSMUSG00000102958	16	91262498	91263298	TEC	Gm37016	1
ENSMUSG00000100310	1	27336352	27336768	processed_pseudogene	Gm19641	-1
ENSMUSG00000030158	6	129375515	129385874	protein_coding	Clec12b	-1
ENSMUSG00000046160	16	91269772	91271933	protein_coding	Olig1	1
ENSMUSG00000094902	6	68680379	68680848	IG_V_gene	Igkv10-95	1
ENSMUSG00000110652	8	104630832	104636492	antisense	Gm33023	1
ENSMUSG00000031880	8	104628070	104631327	protein_coding	Rrad	-1
ENSMUSG00000096490	6	68704508	68704978	IG_V_gene	Igkv10-94	-1
ENSMUSG00000085865	16	91271777	91329043	lincRNA	Gm15966	-1
ENSMUSG00000116957	16	32550211	32553708	lincRNA	Gm34680	1
ENSMUSG00000099771	1	82777028	82777210	processed_pseudogene	Gm19257	-1
ENSMUSG00000074885	13	56362900	56368857	lincRNA	Gm10782	1
ENSMUSG00000111366	10	93618862	93634323	lincRNA	Gm47156	1
ENSMUSG00000102280	1	82806423	82807468	TEC	Gm36999	-1
ENSMUSG00000110477	13	56426594	56433753	protein_coding	Gm3045	1
ENSMUSG00000100170	1	82819835	82820377	lincRNA	Gm28942	1
ENSMUSG00000109662	8	56016717	56017100	processed_pseudogene	Gm45366	-1
ENSMUSG00000100744	1	82822471	82822861	processed_pseudogene	Gm17764	-1
ENSMUSG00000083903	16	32591301	32591909	processed_pseudogene	Gm5405	-1
ENSMUSG00000048982	12	75411722	75416781	protein_coding	Gphb5	-1
ENSMUSG00000061755	5	41787538	41844315	protein_coding	Bod1l	-1
ENSMUSG00000051373	2	32095528	32110820	protein_coding	Plpp7	1
ENSMUSG00000055204	5	90227166	90366577	protein_coding	Ankrd17	-1
ENSMUSG00000090326	5	62811674	62888308	protein_coding	Dthd1	1
ENSMUSG00000019082	7	141429744	141437892	protein_coding	Slc25a22	-1
ENSMUSG00000030689	7	126850960	126862377	protein_coding	Ino80e	-1
ENSMUSG00000021559	13	60601947	60763191	protein_coding	Dapk1	1
ENSMUSG00000055725	5	97082329	97111596	protein_coding	Paqr3	-1
ENSMUSG00000097847	12	108313779	108328030	antisense	4930478K11Rik	-1
ENSMUSG00000037364	5	137295704	137307674	protein_coding	Srrt	-1
ENSMUSG00000021260	12	108306270	108330869	protein_coding	Hhipl1	1
ENSMUSG00000110300	8	63522920	63525878	processed_pseudogene	Gm18645	1
ENSMUSG00000110678	8	63522922	63525881	processed_pseudogene	Gm18645	1
ENSMUSG00000074461	8	14090461	14092590	TEC	Gm10699	1
ENSMUSG00000090061	5	63649102	63810546	protein_coding	Nwd2	1
ENSMUSG00000037071	19	44394455	44407879	protein_coding	Scd1	-1
ENSMUSG00000090996	2	164460967	164490760	protein_coding	Gm20458	1
ENSMUSG00000101590	1	118064118	118064959	unprocessed_pseudogene	Gm29104	1
ENSMUSG00000102030	1	118176542	118202307	protein_coding	Gm29106	1
ENSMUSG00000086867	17	35703896	35708244	antisense	Gm4577	1
ENSMUSG00000069833	19	8989284	9076914	protein_coding	Ahnak	1
ENSMUSG00000099870	1	118249863	118251025	processed_pseudogene	Gm7200	1
ENSMUSG00000003534	17	35681567	35704621	protein_coding	Ddr1	-1
ENSMUSG00000036777	9	22332012	22389188	protein_coding	Anln	-1
ENSMUSG00000105595	3	133579627	133579901	processed_pseudogene	Gm49316	-1
ENSMUSG00000040943	3	133463679	133545139	protein_coding	Tet2	-1
ENSMUSG00000086721	1	64150201	64150665	processed_pseudogene	Gm13750	1
ENSMUSG00000038026	1	172320501	172329318	protein_coding	Kcnj9	-1
ENSMUSG00000019947	10	68092520	68278740	protein_coding	Arid5b	-1
ENSMUSG00000028884	4	132768332	132778752	protein_coding	Rpa2	1
ENSMUSG00000073686	4	155042046	155045422	antisense	Gm10564	1
ENSMUSG00000037202	10	61297833	61304680	protein_coding	Prf1	1
ENSMUSG00000090138	5	63694054	63694513	processed_pseudogene	Gm3687	1
ENSMUSG00000104868	5	63646170	63650894	TEC	Gm9954	-1
ENSMUSG00000029055	4	154983115	155056784	protein_coding	Plch2	-1
ENSMUSG00000044730	4	124937048	124944656	protein_coding	9930104L06Rik	1
ENSMUSG00000049670	19	42074939	42086357	protein_coding	Morn4	-1
ENSMUSG00000106382	14	52607307	52607804	TR_V_pseudogene	Trav4-1	1
ENSMUSG00000102413	1	172322994	172323661	antisense	Gm36937	1
ENSMUSG00000076761	14	52622566	52623082	TR_V_gene	Trav5-1	1
ENSMUSG00000076762	14	52638515	52638962	TR_V_gene	Trav6-1	1
ENSMUSG00000062933	9	96895658	96896147	processed_pseudogene	Gm10123	1
ENSMUSG00000003970	15	76904078	76906314	protein_coding	Rpl8	1
ENSMUSG00000101209	9	96905507	96905885	processed_pseudogene	Gm8524	1
ENSMUSG00000109785	8	45410063	45410760	antisense	Gm45542	1
ENSMUSG00000105159	14	52639531	52639755	processed_pseudogene	Gm42988	1
ENSMUSG00000085541	9	97015966	97022043	antisense	Gm16010	1
ENSMUSG00000104620	14	52654817	52655328	TR_V_gene	Trav7-1	1
ENSMUSG00000015112	6	6041218	6217173	protein_coding	Slc25a13	-1
ENSMUSG00000031639	8	45395665	45411080	protein_coding	Tlr3	-1
ENSMUSG00000046997	9	96943482	97018843	protein_coding	Spsb4	-1
ENSMUSG00000112818	10	77457917	77471629	lincRNA	Gm35920	1
ENSMUSG00000101857	Y	72449783	72450478	unprocessed_pseudogene	Gm21757	-1
ENSMUSG00000059361	2	152368755	152376638	protein_coding	Nrsn2	-1
ENSMUSG00000031613	8	56294585	56321043	protein_coding	Hpgd	1
ENSMUSG00000060703	2	60251993	60284488	protein_coding	Cd302	-1
ENSMUSG00000030382	7	12988346	12998192	protein_coding	Slc27a5	-1
ENSMUSG00000028873	4	124918465	124939311	protein_coding	Cdca8	-1
ENSMUSG00000101376	9	97042562	97042862	processed_pseudogene	Gm18291	-1
ENSMUSG00000101365	9	97047444	97067307	lincRNA	Gm19325	-1
ENSMUSG00000068062	2	152345669	152375324	processed_transcript	Gm14164	1
ENSMUSG00000081434	2	152353615	152354566	processed_pseudogene	Gm14165	1
ENSMUSG00000086986	11	30822309	30822670	processed_pseudogene	Gm12103	-1
ENSMUSG00000006589	8	122574635	122576909	protein_coding	Aprt	-1
ENSMUSG00000110397	8	56311304	56314909	TEC	Gm45540	1
ENSMUSG00000032449	9	97074961	97111157	protein_coding	Slc25a36	-1
ENSMUSG00000076764	14	52667411	52667864	TR_V_gene	Trav6-2	1
ENSMUSG00000040850	11	30771726	30880361	protein_coding	Psme4	1
ENSMUSG00000109999	8	63545943	63552805	lincRNA	Gm35368	1
ENSMUSG00000090564	14	21847578	21856931	antisense	A430057M04Rik	1
ENSMUSG00000118076	19	44419610	44437886	lincRNA	Gm50337	1
